Adaptive MI,Universal MI,EMI,ATT,mi
1.0,0.8999999717624786,1.0,1.0,0.8509999760334037
1.0,0.8999999730068199,1.0,1.0,0.8509999770895385
1.0,0.8999999789378853,1.0,1.0,0.8509999821235301
1.0,0.8999999757613996,1.0,1.0,0.8509999794274878
1.0,0.8999999791942809,1.0,1.0,0.850999982341146
1.0,0.8999999756538293,1.0,1.0,0.8509999793361875
1.0,0.8999999722906558,1.0,1.0,0.850999976481694
1.0,0.8999999782297434,1.0,1.0,0.8509999815224947
1.0,0.8999999751600262,1.0,1.0,0.8509999789170724
1.0,0.8999999686914436,1.0,1.0,0.8509999734268627
1.0,0.8999999619321644,1.0,1.0,0.8509999676899245
1.0,0.8999999666051439,1.0,1.0,0.8509999716561159
1.0,0.8999999696414025,1.0,1.0,0.8509999742331404
1.0,0.8999999698396252,1.0,1.0,0.8509999744013819
1.0,0.8999999765097882,1.0,1.0,0.8509999800626828
1.0,0.8999999723051951,1.0,1.0,0.8509999764940344
1.0,0.8999999694280489,1.0,1.0,0.8509999740520566
